"Nom, Prénom",mapping,infoIndexationBK_ACA,mapping_OnlyName,mapping_OnlyName_v2,Année,Pays,Section,Groupe,Jury,Œuvre description,Œuvre reproduction,Courrier,Dossier sur l'artiste,Prix,Lieu
"RIPLEY, GEO (GEORGE RIP., DIT)","ripley, geo (george rip., dit)",,ripley,ripley,1982,REP.DOMINICAINE,VID/PERF,,,Oui,Oui,Oui,Oui,Non,ACA
"RIPLEY, GEO (GEORGE RIP., DIT)","ripley, geo (george rip., dit)",,ripley,ripley,1980,REP.DOMINICAINE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RIS, GUNTER FERDINAND","ris, gunter ferdinand","1961, 1961",ris,ris,1961,R.F.A.,SC,,,Oui,Non,Non,Non,Non,ACA
"RIS, GUNTER FERDINAND","ris, gunter ferdinand","1961, 1961",ris,ris,1961,R.F.A.,DES,,,Oui,Oui,Non,Non,Non,ACA
"RISAN, JOHN ANTON","risan, john anton",1963,risan,risan,1963,NORVEGE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"RISOS, JEAN-PIERRE","risos, jean-pierre","1965, 1959, 1961, 1967",risos,risos,1965,France,TE,SCHEMES 65,CA,Oui,Non,Oui,Non,Non,ACA
"RISOS, JEAN-PIERRE","risos, jean-pierre","1965, 1959, 1961, 1967",risos,risos,1959,France,TE,ECOLE DE ROSNY,CA,Oui,Non,Oui,Non,Non,ACA
"RISOS, JEAN-PIERRE","risos, jean-pierre","1965, 1959, 1961, 1967",risos,risos,1961,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"RISOS, JEAN-PIERRE","risos, jean-pierre","1965, 1959, 1961, 1967",risos,risos,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"RISTELHUEBER, SOPHIE","ristelhueber, sophie",1982,ristelhueber,ristelhueber,1982,France,PHOTO,,,Oui,Oui,Non,Oui,Non,BK
"RITCHIE, IAN","ritchie, ian",1982,ritchie,ritchie,1982,GRANDE-BRETAGNE,ARCHI,,,Non,Oui,Oui,Non,Non,ACA
"RIVA, BOREN","riva, boren",,riva,riva,1961,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"RIVA, UMBERTO","riva, umberto",1985,riva,riva,1985,ITALIE,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"RIVAS, HUMBERTO","rivas, humberto",1969,rivas,rivas,1969,ARGENTINE,PHOTO,,,Oui,Oui,Non,Non,Non,ACA
"RIVERA VELASQUEZ, MARIANO","rivera velasquez, mariano",,rivera velasquez,rivera velasquez,1977,AMERIQUE LATINE,PERF,GRUPO CODICE,,Non,Oui,Oui,Oui,Non,BK
"RIVIERE, PHILIPPE","riviere, philippe",1969,riviere,riviere,1969,France,ARCHI/TE,,,Oui,Non,Non,Non,Non,ACA
"RO YOUN, MYEUNG","ro youn, myeung",,ro youn,ro youn,1969,COREE DU SUD,GV,,,Oui,Non,Non,Oui,Non,ACA
"ROBAIN, MARTIN","robain, martin",1980,robain,robain,1980,France,ARCHI/TE,ARCH. STUDIO,,Oui,Non,Oui,Non,Non,ACA
"ROBERT, PHILIPPE","robert, philippe",1980,robert,robert,1980,France,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"ROBIOLLES, JACQUES","robiolles, jacques",1973,robiolles,robiolles,1973,France,FILM,,,Oui,Non,Non,Oui,Non,ACA
"ROBLES, GLENN","robles, glenn","1965, 1967",robles,robles,1965,France,PEINT,,CA,Oui,Non,Non,Non,Oui,ACA
"ROBLES, GLENN","robles, glenn","1965, 1967",robles,robles,1967,France,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROBNARD, JACQUES","robnard, jacques",,robnard,robnard,1967,SUEDE,SPECTACLE,,,Oui,Non,Oui,Non,Non,ACA
"ROCA, MIGUEL ANGEL","roca, miguel angel",1980,roca,roca,1980,ARGENTINE,ARCHI/TE,ESTRUCTURA,,Oui,Oui,Non,Non,Non,ACA
"ROCHE, JIM","roche, jim",1977,roche,roche,1977,ETATS-UNIS,SC,,,Oui,Oui,Oui,Non,Non,BK
"ROCHFORD, JERRY","rochford, jerry",1971,rochford,rochford,1971,GRANDE-BRETAGNE,TE,,,Oui,Oui,Non,Non,Non,ACA
"RODA, FERNAND","roda, fernand",1982,roda,roda,1982,R.F.A.,AP,,,Oui,Non,Non,Oui,Non,BK
"RODER, KLAUS","roder, klaus",,roder,roder,1982,R.F.A.,INFO/SON,,,Non,Non,Non,Non,Non,Non identifié
"RODITI, DAVID","roditi, david","1967, 1969",roditi,roditi,1967,France,SC,,,Oui,Non,Non,Non,Non,ACA
"RODITI, DAVID","roditi, david","1967, 1969",roditi,roditi,1969,France,TE,,,Oui,Non,Non,Non,Non,ACA
"RODRIGUES, JOSE JOAQUIM","rodrigues, jose joaquim",,rodrigues,rodrigues,1967,PORTUGAL,MEDAILLE,,,Oui,Oui,Non,Non,Non,ACA
"RODRIGUEZ PREZA, VICTOR- MANUEL","rodriguez preza, victor- manuel",,rodriguez preza,rodriguez preza,1967,SAN SALVADOR,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RODRIGUEZ SIBAJA, JUAN LUIS","rodriguez sibaja, juan luis","1961, 1961, 1965",rodriguez sibaja,rodriguez sibaja,1961,COSTA RICA,PEINT,,,Oui,Oui,Oui,Non,Non,ACA
"RODRIGUEZ SIBAJA, JUAN LUIS","rodriguez sibaja, juan luis","1961, 1961, 1965",rodriguez sibaja,rodriguez sibaja,1961,COSTA RICA,GV,,,Oui,Oui,Oui,Non,Non,ACA
"RODRIGUEZ SIBAJA, JUAN LUIS","rodriguez sibaja, juan luis","1961, 1961, 1965",rodriguez sibaja,rodriguez sibaja,1965,France,GV,,CA,Oui,Oui,Non,Non,Non,ACA
"RODRIGUEZ, ALIRIO","rodriguez, alirio",1965,rodriguez,rodriguez,1965,VENEZUELA,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RODRIGUEZ, ARIEL","rodriguez, ariel",,rodriguez,rodriguez,1982,CHILI,PHOTO,CHILI,,Non,Non,Non,Non,Non,Non identifié
"RODRIGUEZ, CARLOS","rodriguez, carlos",1980,rodriguez,rodriguez,1980,URUGUAY,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RODRIGUEZ, HUGO","rodriguez, hugo",1963,rodriguez,rodriguez,1963,ARGENTINE,SC,,,Oui,Non,Non,Non,Non,ACA
"RODRIGUEZ, MAXIMO","rodriguez, maximo",,rodriguez,rodriguez,1982,REP.DOMINICAINE,CINE/EXP,,,Non,Non,Non,Non,Non,Non identifié
"ROGERS, RICHARD","rogers, richard","1963, 1967",rogers,rogers,1963,GRANDE-BRETAGNE,TE,,,Oui,Oui,Non,Non,Non,ACA
"ROGERS, RICHARD","rogers, richard","1963, 1967",rogers,rogers,1967,GRANDE-BRETAGNE,ARCHI,,,Oui,Non,Non,Non,Non,ACA
"ROGERS, RICHARD AND PARTNERS","rogers, richard and partners",,rogers,rogers,1985,GRANDE-BRETAGNE,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"ROGERS, SU","rogers, su",1967,rogers,rogers,1967,GRANDE-BRETAGNE,ARCHI,,,Oui,Non,Non,Non,Non,ACA
"ROGGE, CORNELIUS","rogge, cornelius","1967, 1967",rogge,rogge,1967,PAYS-BAS,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROGGE, CORNELIUS","rogge, cornelius","1967, 1967",rogge,rogge,1967,PAYS-BAS,DES,,,Oui,Non,Non,Non,Non,ACA
"ROGGE, HELMUT","rogge, helmut","1959, 1959",rogge,rogge,1959,R.F.A.,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROGGE, HELMUT","rogge, helmut","1959, 1959",rogge,rogge,1959,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROHLING, MARTHE","rohling, marthe",,rohling,rohling,1965,PAYS-BAS,GV,,,Oui,Non,Non,Non,Non,ACA
"ROHLOFF, WOLFGANG","rohloff, wolfgang",1971,rohloff,rohloff,1971,France,HYPERREA,,CG,Oui,Non,Oui,Oui,Non,ACA
"ROJAS, ELMAR","rojas, elmar",,rojas,rojas,1971,GUATEMALA,OPTION 4,,,Oui,Oui,Non,Non,Non,ACA
"ROJAS, ELMAR RENE","rojas, elmar rene","1961, 1959",rojas,rojas,1961,GUATEMALA,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ROJAS, ELMAR RENE","rojas, elmar rene","1961, 1959",rojas,rojas,1959,GUATEMALA,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ROJAS, VLADIMIR","rojas, vladimir",1982,rojas,rojas,1982,BOLIVIE,AP,TINKUY,,Non,Oui,Non,Oui,Non,ACA
"ROJO, VICENTE","rojo, vicente","1965, 1961",rojo,rojo,1965,MEXIQUE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ROJO, VICENTE","rojo, vicente","1965, 1961",rojo,rojo,1961,MEXIQUE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"ROKKAKU, KIJO","rokkaku, kijo",1982,rokkaku,rokkaku,1982,JAPON,ARCHI,,,Non,Oui,Non,Oui,Non,ACA
"ROKOS, JAMES","rokos, james",1971,rokos,rokos,1971,ETATS-UNIS,FILM,,,Oui,Non,Non,Non,Non,ACA
"ROLAND, ANTHONY","roland, anthony",,roland,roland,1963,GRANDE-BRETAGNE,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"ROLANDI, HERBER","rolandi, herber",,rolandi,rolandi,1967,URUGUAY,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROLANDO, MARUJA","rolando, maruja",1963,rolando,rolando,1963,VENEZUELA,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROLFE, NIGEL","rolfe, nigel",1980,rolfe,rolfe,1980,IRLANDE,PERF,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ROMADIN, MICHEL","romadin, michel",,romadin,romadin,1971,URSS,SCENO,,,Oui,Non,Non,Oui,Non,ACA
"ROMAN, CLAUDIO","roman, claudio",1971,roman,roman,1971,CHILI,OPTION 4,,,Oui,Oui,Non,Non,Non,ACA
"ROMAN, NORMA","roman, norma",1969,roman,roman,1969,ARGENTINE,ARCHI/URB,,,Oui,Non,Non,Non,Oui,ACA
"ROMAN, VICTOR","roman, victor",1961,roman,roman,1961,ROUMANIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROMANOS, CHRYSSA","romanos, chryssa",1961,romanos,romanos,1961,GRECE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROMANOU, ERASMINE","romanou, erasmine",,romanou,romanou,1965,GRECE,DECO/THEA,,,Non,Non,Non,Non,Non,Non identifié
"ROMBERG, OSVALDO","romberg, osvaldo","1967, 1969",romberg,romberg,1967,ARGENTINE,GV,,,Oui,Oui,Non,Non,Non,ACA
"ROMBERG, OSVALDO","romberg, osvaldo","1967, 1969",romberg,romberg,1969,ARGENTINE,ARCHI/URB,,,Oui,Non,Non,Non,Non,ACA
"ROMERO, ISIDRO","romero, isidro",,romero,romero,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ROMERO, JUAN","romero, juan","1965, 1965, 1961, 1963, 1967",romero,romero,1965,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"ROMERO, JUAN","romero, juan","1965, 1965, 1961, 1963, 1967",romero,romero,1965,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"ROMERO, JUAN","romero, juan","1965, 1965, 1961, 1963, 1967",romero,romero,1961,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"ROMERO, JUAN","romero, juan","1965, 1965, 1961, 1963, 1967",romero,romero,1963,France,PEINT,,JA,Oui,Oui,Non,Non,Non,ACA
"ROMERO, JUAN","romero, juan","1965, 1965, 1961, 1963, 1967",romero,romero,1967,France,PEINT,,,Oui,Oui,Non,Non,Oui,ACA
"RONOVSKY, FRANTISEK","ronovsky, frantisek",,ronovsky,ronovsky,1961,TCHECOSLOVAQUIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROQUE, CARLOS","roque, carlos",,roque,roque,1967,ARGENTINE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"ROQUET, MAURICE","roquet, maurice","1969, 1971",roquet,roquet,1969,BELGIQUE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROQUET, MAURICE","roquet, maurice","1969, 1971",roquet,roquet,1971,BELGIQUE,INTER,,,Oui,Non,Non,Non,Non,ACA
"ROQUIN, LOUIS","roquin, louis",1980,roquin,roquin,1980,France,PERF,SYSTEM'ART,,Oui,Non,Oui,Oui,Non,BK
"ROSA, JUAN MANUEL DE LA","rosa, juan manuel de la",,rosa,rosa,1977,AMERIQUE LATINE,PERF,GRUPO CODICE,,Non,Oui,Oui,Oui,Non,BK
"ROSAN, LOUIS","rosan, louis",1959,rosan,rosan,1959,France,PEINT,,CA,Oui,Non,Oui,Non,Non,ACA
"ROSE, FranceS","rose, frances",,rose,rose,1971,PANAMA,OPTION 4,,,Non,Non,Non,Oui,Non,ACA
"ROSE, KNUT","rose, knut",1969,rose,rose,1969,NORVEGE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROSE, WILLIAM","rose, william",1963,rose,rose,1963,AUSTRALIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROSEI, FRANZ","rosei, franz",1980,rosei,rosei,1980,AUTRICHE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"ROSELL, LARS-ERICK","rosell, lars-erick",,rosell,rosell,1971,SUEDE,FILM,,,Oui,Non,Non,Non,Non,ACA
"ROSENBACH, ULRIKE","rosenbach, ulrike",1975,rosenbach,rosenbach,1975,R.F.A.,VID/PERF,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ROSENFELD, LOTTY","rosenfeld, lotty",1982,rosenfeld,rosenfeld,1982,CHILI,VIDEO,C.A.D.A.,,Oui,Non,Non,Oui,Non,BK
"ROSENQUIST, JAMES","rosenquist, james",1985,rosenquist,rosenquist,1985,ETATS-UNIS,PEINT,,,Oui,Non,Oui,Non,Non,ACA/BK
"ROSHUK, ALEX","roshuk, alex",1982,roshuk,roshuk,1982,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,BK
"ROSNY, MARC DE","rosny, marc de","1967, 1967",rosny,rosny,1967,France,TE,,,Oui,Oui,Oui,Non,Non,ACA
"ROSNY, MARC DE","rosny, marc de","1967, 1967",rosny,rosny,1967,France,TE,CINETIQUE,,Oui,Oui,Non,Non,Non,ACA
"ROSS, CHARLES","ross, charles",1963,ross,ross,1963,ETATS-UNIS,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROSS, DASHA","ross, dasha",1980,ross,ross,1980,AUSTRALIE,VIDEO,DEAF THEATER,,Oui,Non,Non,Oui,Non,ACA/BK
"ROSSI, ALDO","rossi, aldo",1985,rossi,rossi,1985,ITALIE,ARCHI/TE,,,Non,Oui,Non,Non,Non,ACA
"ROSSI, PIERA","rossi, piera",1965,rossi,rossi,1965,France,SC,,JA,Oui,Oui,Non,Non,Non,ACA
"ROSSO, ELIANE","rosso, eliane","1959, 1963",rosso,rosso,1959,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"ROSSO, ELIANE","rosso, eliane","1959, 1963",rosso,rosso,1963,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"ROSTAIN, MICHEL","rostain, michel",1982,rostain,rostain,1982,France,VOIX/SON,ATELIER LYRIQUE,,Oui,Non,Oui,Oui,Non,ACA
"ROT, DIETER","rot, dieter",,rot,rot,1971,R.F.A.,ENVOIS,,,Non,Non,Non,Non,Non,Non identifié
"ROTAR, FRANC","rotar, franc",,rotar,rotar,1967,YOUGOSLAVIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROTHENBERG, SUSAN","rothenberg, susan",1985,rothenberg,rothenberg,1985,ETATS-UNIS,PEINT,,,Non,Non,Oui,Non,Non,BK
"ROTMAN, TOVA","rotman, tova",1969,rotman,rotman,1969,ISRAEL,ARCHI/URB,,,Oui,Oui,Non,Non,Non,ACA
"ROTTER, JORGE","rotter, jorge",,rotter,rotter,1967,ARGENTINE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"ROTTER, JORGE","rotter, jorge",,rotter,rotter,1971,ARGENTINE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"ROTTER, JORGE","rotter, jorge",,rotter,rotter,1973,ARGENTINE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"ROTTERDAM, PAUL","rotterdam, paul","1965, 1965",rotterdam,rotterdam,1965,AUTRICHE,PEINT,,,Oui,Non,Oui,Non,Non,ACA
"ROTTERDAM, PAUL","rotterdam, paul","1965, 1965",rotterdam,rotterdam,1965,AUTRICHE,GV,,,Oui,Non,Non,Non,Non,ACA
"ROUALDES, JEAN","roualdes, jean",1971,roualdes,roualdes,1971,France,ENVOIS,,CG,Oui,Non,Non,Non,Non,ACA
"ROUAN, FRANCOIS","rouan, francois","1973, 1965, 1967",rouan,rouan,1973,France,PHOTO,,,Non,Non,Non,Non,Non,Non identifié
"ROUAN, FRANCOIS","rouan, francois","1973, 1965, 1967",rouan,rouan,1965,France,PEINT,,JC,Oui,Non,Non,Non,Non,ACA
"ROUAN, FRANCOIS","rouan, francois","1973, 1965, 1967",rouan,rouan,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ROUE, BERNARD","roue, bernard",,roue,roue,1980,France,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"ROUGEMONT, GUY DE","rougemont, guy de",1967,rougemont,rougemont,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"ROUILLY, MARIE","rouilly, marie",,rouilly,rouilly,1959,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"ROULAND, JACQUES","rouland, jacques",1965,rouland,rouland,1965,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"ROULET, CHRISTIAN","roulet, christian",1982,roulet,roulet,1982,France,VOIX/SON,,,Non,Non,Oui,Oui,Non,ACA
"ROULIN, FELIX","roulin, felix","1965, 1961",roulin,roulin,1965,BELGIQUE,SC,,,Oui,Non,Oui,Non,Non,ACA
"ROULIN, FELIX","roulin, felix","1965, 1961",roulin,roulin,1961,BELGIQUE,SC,,,Oui,Oui,Non,Non,Oui,ACA
"ROUS, MARTIN","rous, martin",,rous,rous,1975,PAYS-BAS,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ROUSSE, GEORGES","rousse, georges",1982,rousse,rousse,1982,France,PHOTO,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ROUSSEAU, JEAN-YVES","rousseau, jean-yves",1973,rousseau,rousseau,1973,France,FILM,,,Oui,Non,Oui,Oui,Non,ACA
"ROUSSEAU, MICHEL","rousseau, michel",1963,rousseau,rousseau,1963,France,PEINT,,SR,Oui,Non,Non,Non,Non,ACA
"ROUSSET, MARTINE","rousset, martine","1982, 1980",rousset,rousset,1982,France,CINE/EXP,,,Oui,Oui,Oui,Oui,Non,BK
"ROUSSET, MARTINE","rousset, martine","1982, 1980",rousset,rousset,1980,France,CINE/EXP,,,Oui,Non,Oui,Oui,Non,ACA/BK
"ROUSSEV, SVETLIN","roussev, svetlin","1961, 1963",roussev,roussev,1961,BULGARIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROUSSEV, SVETLIN","roussev, svetlin","1961, 1963",roussev,roussev,1963,BULGARIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ROUX, ROBERT","roux, robert",1969,roux,roux,1969,France,ARCHI/TE,,,Oui,Non,Oui,Non,Non,ACA
"ROUYER, HENRI-PASCAL","rouyer, henri-pascal",1963,rouyer,rouyer,1963,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"ROVERE, PIERRE","rovere, pierre",,rovere,rovere,1980,France,INST/VID,,,Oui,Oui,Non,Oui,Non,ACA
"ROVERE, PIERRE","rovere, pierre",,rovere,rovere,1980,France,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"ROYER, VICTOR","royer, victor",,royer,royer,1963,ETATS-UNIS,SC,,,Oui,Oui,Non,Non,Non,ACA
"ROYON LE MEE, FRANCK","royon le mee, franck",,royon le mee,royon le mee,1982,France,VOIX/SON,,,Non,Non,Non,Non,Non,Non identifié
"ROYON LE MEE, FRANK","royon le mee, frank",1982,royon le mee,royon le mee,1982,France,VOIX/SON,,,Oui,Non,Oui,Oui,Non,ACA
"ROZANES, MONIQUE","rozanes, monique",1967,rozanes,rozanes,1967,France,SC,,,Oui,Non,Non,Non,Non,ACA
"ROZENBLATT, YAKOV","rozenblatt, yakov",1977,rozenblatt,rozenblatt,1977,POLOGNE,PHOTO,,,Oui,Oui,Oui,Oui,Non,BK
"ROZSAFFY, ETIENNE","rozsaffy, etienne",1965,rozsaffy,rozsaffy,1965,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"RUBEN, RICHARDS","ruben, richards",1959,ruben,ruben,1959,ETATS-UNIS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RUBEN, VALENCIA","ruben, valencia",,ruben,ruben,1982,MEXIQUE,PERF,NON-GROUPE,,Non,Oui,Non,Non,Non,ACA
"RUBENSTEIN, MERIDEL","rubenstein, meridel",1982,rubenstein,rubenstein,1982,ETATS-UNIS,SLOW SCAN,,,Oui,Oui,Non,Oui,Non,ACA/BK
"RUBI, RAFAEL","rubi, rafael",1971,rubi,rubi,1971,NICARAGUA,TE,,,Non,Non,Non,Non,Non,Non identifié
"RUBIN, MICHAEL","rubin, michael",,rubin,rubin,1982,ETATS-UNIS,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"RUBIO CAMIN, JOAQUIN","rubio camin, joaquin",1963,rubio camin,rubio camin,1963,ESPAGNE,SC,,,Oui,Oui,Non,Non,Non,ACA
"RUBIO, NICOLAS","rubio, nicolas",,rubio,rubio,1963,ARGENTINE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"RUBLI, LIDYA MABEL","rubli, lidya mabel",,rubli,rubli,1959,ARGENTINE,SC,,,Oui,Oui,Non,Non,Non,ACA
"RUCH, MICHEL","ruch, michel",1969,ruch,ruch,1969,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"RUCKRIEM, ULRICH","ruckriem, ulrich","1971, 1985",ruckriem,ruckriem,1971,R.F.A.,INTER,,,Oui,Non,Non,Non,Non,ACA
"RUCKRIEM, ULRICH","ruckriem, ulrich","1971, 1985",ruckriem,ruckriem,1985,R.F.A.,SC,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RUDAVSKY, ANDREJ","rudavsky, andrej",,rudavsky,rudavsky,1967,TCHECOSLOVAQUIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"RUDERS, POUL","ruders, poul",1973,ruders,ruders,1973,DANEMARK,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"RUDIN, ANDREW","rudin, andrew",1967,rudin,rudin,1967,ETATS-UNIS,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RUDZINSKI, ZBIGNIEW","rudzinski, zbigniew",,rudzinski,rudzinski,1965,POLOGNE,COMPO/MUS,,,Non,Non,Non,Non,Non,Non identifié
"RUDZINSKI, ZBIGNIEW","rudzinski, zbigniew",,rudzinski,rudzinski,1963,POLOGNE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RUDZINSKI, ZBIGNIEW","rudzinski, zbigniew",,rudzinski,rudzinski,1967,POLOGNE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"RUGGERI, PIERO","ruggeri, piero",1961,ruggeri,ruggeri,1961,ITALIE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"RUIJSSENAARS, HANS","ruijssenaars, hans",1985,ruijssenaars,ruijssenaars,1985,PAYS-BAS,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"RUMNEY, RALPH","rumney, ralph",1959,rumney,rumney,1959,GRANDE-BRETAGNE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
RURI,ruri,1982,ruri,ruri,1982,ISLANDE,CINE/EXP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"RUSCHA, EDWARD","ruscha, edward",1967,ruscha,ruscha,1967,ETATS-UNIS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"RUSCONI, TONI","rusconi, toni",,rusconi,rusconi,1982,ITALIE,VOIX/SON,,,Oui,Oui,Oui,Oui,Non,ACA
"RUSHTON, DAVID","rushton, david",1971,rushton,rushton,1971,France,CONCEPT,,CG,Non,Non,Non,Non,Non,Non identifié
"RUTAULT, CLAUDE","rutault, claude",1969,rutault,rutault,1969,France,TE,,,Oui,Non,Oui,Non,Non,ACA
"RUZDJAK, MARKO","ruzdjak, marko",,ruzdjak,ruzdjak,1973,YOUGOSLAVIE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"RUZIC, NEBOJSA","ruzic, nebojsa",,ruzic,ruzic,1982,YOUGOSLAVIE,CINE/EXP,,,Non,Non,Non,Oui,Non,ACA
"RUZICKA, LUBOS","ruzicka, lubos",,ruzicka,ruzicka,1969,TCHECOSLOVAQUIE,TE,,,Oui,Non,Non,Non,Non,ACA
"RUZICKA, PETER","ruzicka, peter",1973,ruzicka,ruzicka,1973,R.F.A.,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"RYLANDER, HANS CHRISTIAN","rylander, hans christian",1969,rylander,rylander,1969,DANEMARK,PEINT,,,Oui,Non,Oui,Non,Oui,ACA
"RYSZKA, ADOLF","ryszka, adolf",1967,ryszka,ryszka,1967,POLOGNE,SC,,,Oui,Oui,Non,Non,Non,ACA
"RYSZKA, HENRYK","ryszka, henryk",1969,ryszka,ryszka,1969,POLOGNE,FILM,,,Oui,Oui,Non,Non,Non,ACA
"RZEPKA, ALLAN","rzepka, allan","1965, 1967",rzepka,rzepka,1965,POLOGNE,DECO/THEA,,,Oui,Oui,Non,Non,Non,ACA
"RZEPKA, ALLAN","rzepka, allan","1965, 1967",rzepka,rzepka,1967,POLOGNE,DECO/THEA,,,Oui,Oui,Non,Non,Non,ACA
"RZEWSKY, FREDRIC","rzewsky, fredric",,rzewsky,rzewsky,1971,ITALIE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
S.O.M. (GROUPE),s.o.m. (groupe),,s.o.m. (groupe),s.o.m.,1985,ETATS-UNIS,ARCHI/TE,,,Non,Oui,Non,Oui,Non,ACA
S.P.K. (GROUPE),s.p.k. (groupe),,s.p.k. (groupe),s.p.k.,1980,AUSTRALIE,VIDEO,,,Oui,Non,Non,Non,Non,ACA
S.P.S. GROUP,s.p.s. group,,s.p.s. group,s.p.s. group,1980,SUEDE,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"SAAVENDRA, PATRICIA","saavendra, patricia",,saavendra,saavendra,1982,CHILI,PHOTO,CHILI,,Non,Non,Non,Non,Non,Non identifié
"SABATIER, ROLAND","sabatier, roland","1967, 1965",sabatier,sabatier,1967,France,TE,LETTRISTE,,Oui,Oui,Non,Non,Non,ACA
"SABATIER, ROLAND","sabatier, roland","1967, 1965",sabatier,sabatier,1965,France,TE,LETTRISTE,,Oui,Non,Non,Non,Non,ACA
"SABET, MADKOUR","sabet, madkour",,sabet,sabet,1971,REP.ARAB.EGYPTE,FILM,,,Non,Non,Non,Non,Non,Non identifié
"SABOTTRA, STEPHAN","sabottra, stephan",,sabottra,sabottra,1982,R.F.A.,VOIX/SON,EINSTURZENDE,,Non,Non,Non,Non,Non,Non identifié
"SACCHIERI, IRIS","sacchieri, iris",,sacchieri,sacchieri,1971,ARGENTINE,SPECTACLE,,,Non,Non,Non,Non,Non,Non identifié
